1,1474003934,1474028101
1,1470810216,1470832496
1,1473141497,1473165754
1,1470374299,1470396658
1,1473740750,1473772122
1,1472797341,1472812885
1,1473657558,1473684062
1,1474953453,1474972921
1,1472192161,1472208842
1,1472704767,1472733593
1,1477030738,1477047481
1,1474523965,1474540566
1,1472013127,1472039795
1,1474344717,1474371067
1,1475729970,1475755522
1,1471237914,1471259800
1,1471414196,1471435355
1,1471494662,1471523252
1,1473826731,1473857831
1,1475639362,1475672214
1,1473912149,1473945829
1,1475212224,1475238783
1,1477889872,1477913174
1,1471578639,1471608954
1,1476938378,1476964717
1,1470283150,1470314870
1,1477458825,1477478025
1,1476252391,1476278749
1,1476678813,1476706573
1,1476159569,1476191971
1,1472619274,1472644076
1,1475126946,1475148671
1,1477284446,1477315021
1,1470981552,1470999090
1,1471927619,1471954051
1,1477633662,1477656756
1,1477973666,1477999990
1,1470718293,1470739207
1,1474430304,1474460437
1,1472103435,1472125759
1,1473315889,1473334629
1,1475033556,1475067162
1,1473222557,1473248193
1,1472529777,1472556980
1,1474861856,1474887323
1,1475561772,1475579917
1,1474261261,1474281565
2,1471926279,1471952618
2,1470718010,1470743006
2,1470203510,1470224655
2,1475560408,1475582714
2,1475039953,1475069178
2,1475467818,1475496605
2,1475121104,1475155569
2,1472701766,1472735229
2,1476080542,1476095538
2,1470975555,1471004947
2,1477977796,1478004402
2,1474347779,1474371159
2,1473660677,1473685423
2,1470290649,1470306908
2,1473920441,1473940046
2,1477280208,1477311040
2,1476332978,1476359226
2,1477371416,1477397391
2,1472012821,1472039586
2,1476675721,1476704867
2,1475214305,1475240225
2,1472446300,1472475433
2,1476849503,1476876308
2,1477023422,1477053109
2,1475818615,1475837270
2,1472183346,1472207732
2,1470805391,1470827752
2,1470890848,1470919915
2,1472621677,1472650091
2,1475725341,1475750201
2,1472793422,1472816824
2,1473316028,1473338512
2,1473394299,1473424603
2,1471320715,1471348464
2,1473054862,1473080184
2,1476771719,1476792052
2,1476163788,1476183736
2,1474605484,1474635686
2,1470631067,1470661774
2,1475642610,1475671580
2,1471493538,1471525871
2,1474861135,1474888430
2,1471842785,1471862474
2,1472102554,1472125116
2,1474435962,1474458751
2,1471236989,1471259581
2,1477463146,1477479473
2,1474520248,1474549846
2,1473133660,1473165185
2,1476944538,1476961997
2,1474261476,1474285740
2,1470370144,1470399722
2,1474954856,1474980502
3,1474263274,1474288417
3,1473738960,1473769837
3,1473829940,1473859657
3,1477283158,1477308844
3,1477977009,1478002055
3,1470196592,1470227758
3,1473220489,1473253492
3,1477542572,1477572904
3,1471499206,1471520204
3,1470375482,1470400012
3,1472533125,1472563226
3,1472098595,1472130909
3,1471237066,1471262679
3,1477458782,1477486267
3,1475553526,1475581504
3,1476676421,1476708951
3,1477632644,1477657301
3,1476250816,1476269537
3,1475638432,1475666144
3,1473657850,1473676265
3,1475035042,1475062884
3,1470715919,1470746253
3,1474870273,1474893071
3,1473055494,1473081798
3,1476157604,1476192126
3,1473134713,1473158624
3,1474611662,1474632268
3,1472708290,1472731670
3,1472615761,1472641947
3,1475208623,1475237529
3,1474349486,1474376195
3,1475469450,1475501211
3,1476075217,1476106077
3,1477373223,1477396290
3,1476333509,1476357818
3,1474515116,1474550695
3,1471924525,1471949003
3,1470800511,1470834304
3,1475129806,1475154105
3,1473309661,1473334869
3,1476772194,1476788201
3,1476420875,1476451438
3,1470975105,1471005534
3,1471845869,1471864429
3,1471413394,1471439417
3,1471583475,1471606475
3,1475730521,1475755770
3,1473912221,1473941835
3,1475820295,1475841851
3,1476938597,1476968372
3,1474004511,1474027194
3,1477892781,1477916246
3,1472792128,1472822837
3,1474950721,1474982390
3,1472018546,1472037272
4,1471924914,1471949699
4,1470890656,1470914710
4,1474429632,1474460449
4,1473916631,1473941966
4,1472101787,1472131436
4,1477371726,1477399807
4,1470977175,1470999907
